date,open,high,low,close,volume,RSI,SMA,upper,lower,EMA,MACD,signal,histogram
2022-10-10 14:00:00,1310.58,1317.79,1303.09,1306.59,23402.9448,39.1617,1319.189,1334.6975,1303.6805,1313.3862,-3.2936,-2.0624,-1.2312
2022-10-10 15:00:00,1306.54,1311.31,1304.67,1308.23,11429.766,40.993,1318.5445,1334.7348,1302.3542,1312.3549,-3.562,-2.3623,-1.1997
2022-10-10 16:00:00,1308.34,1309.47,1298.28,1300.46,12497.2808,35.5354,1317.4865,1335.4077,1299.5653,1309.976,-4.3515,-2.7601,-1.5914
2022-10-10 17:00:00,1300.4,1315.24,1298.94,1312.46,15107.5986,47.2221,1317.28,1335.3324,1299.2276,1310.4728,-3.9632,-3.0007,-0.9625
2022-10-10 18:00:00,1312.53,1312.96,1305.97,1308.21,9006.366,44.1681,1316.52,1334.755,1298.285,1310.0202,-3.9529,-3.1912,-0.7617
2022-10-10 19:00:00,1308.21,1310.45,1305.78,1307.47,9781.4619,43.6389,1315.2265,1332.1269,1298.3261,1309.5102,-3.9588,-3.3447,-0.6141
2022-10-10 20:00:00,1307.47,1309.47,1306.82,1307.48,2207.4872,43.6487,1313.9335,1328.9441,1298.9229,1309.1041,-3.9175,-3.4592,-0.4582
2022-10-10 21:00:00,1307.31,1310.0,1303.11,1306.76,3257.5862,43.0665,1312.719,1325.8,1299.638,1308.6353,-3.8979,-3.547,-0.3509
2022-10-10 22:00:00,1306.83,1306.92,1288.06,1292.12,20692.3666,33.3316,1311.1,1325.8558,1296.3442,1305.3322,-5.006,-3.8388,-1.1672
2022-10-10 23:00:00,1292.2,1297.07,1287.66,1290.06,14102.3169,32.2277,1309.429,1325.6909,1293.1671,1302.2778,-5.9815,-4.2673,-1.7141
2022-10-11 00:00:00,1289.94,1289.95,1267.0,1277.84,41602.2158,26.5998,1307.083,1326.9576,1287.2084,1297.3902,-7.6524,-4.9443,-2.708
2022-10-11 00:00:00,1289.94,1289.95,1267.0,1277.84,41602.2158,26.5998,1305.082,1328.0338,1282.1302,1293.4802,-8.8743,-5.7303,-3.144
2022-10-11 01:00:00,1277.83,1280.88,1271.49,1275.95,18353.4361,25.7919,1303.117,1328.8152,1277.4188,1289.9742,-9.8812,-6.5605,-3.3207
2022-10-11 02:00:00,1275.96,1280.0,1270.0,1279.84,16117.5723,30.4726,1301.2545,1328.0096,1274.4994,1287.9473,-10.2473,-7.2979,-2.9494
2022-10-11 03:00:00,1279.85,1281.94,1277.88,1278.11,7870.5293,29.579,1299.824,1328.2636,1271.3844,1285.9799,-10.5553,-7.9493,-2.6059
2022-10-11 04:00:00,1278.01,1279.85,1274.27,1277.17,8678.4932,29.0801,1298.037,1327.4382,1268.6358,1284.2179,-10.7513,-8.5097,-2.2415
2022-10-11 05:00:00,1277.04,1278.05,1274.07,1275.03,7191.9373,27.9251,1296.277,1326.7429,1265.8111,1282.3803,-10.953,-8.9984,-1.9546
2022-10-11 06:00:00,1275.03,1282.96,1271.9,1277.44,12755.9391,31.2372,1294.3965,1324.6373,1264.1557,1281.3922,-10.794,-9.3575,-1.4365
2022-10-11 07:00:00,1277.48,1284.27,1275.37,1283.89,17001.5394,39.2795,1292.6705,1321.1193,1264.2217,1281.8918,-10.0319,-9.4924,-0.5395
2022-10-11 08:00:00,1283.74,1288.97,1283.23,1284.7,10899.2771,40.225,1291.3825,1318.8072,1263.9578,1282.4534,-9.2559,-9.4451,0.1892
2022-10-11 09:00:00,1284.81,1286.11,1277.75,1280.64,7551.2773,37.1062,1290.085,1316.9589,1263.2111,1282.0908,-8.8662,-9.3293,0.4631
2022-10-11 10:00:00,1280.5,1284.62,1278.16,1282.98,9010.5444,39.994,1288.8225,1314.5145,1263.1305,1282.2686,-8.2733,-9.1181,0.8448
2022-10-11 11:00:00,1282.98,1286.76,1279.38,1286.47,11203.66,44.1154,1288.123,1313.2654,1262.9806,1283.1089,-7.436,-8.7817,1.3457
2022-10-11 12:00:00,1286.52,1295.24,1284.07,1285.74,18115.6878,43.4433,1286.787,1309.3188,1264.2552,1283.6351,-6.7536,-8.3761,1.6225
2022-10-11 13:00:00,1285.74,1286.74,1273.44,1274.55,24622.0804,34.7126,1285.104,1305.9489,1264.2591,1281.8181,-7.0345,-8.1078,1.0732
2022-10-11 14:00:00,1274.56,1287.4,1268.54,1281.99,28458.398,42.9255,1283.83,1301.9934,1265.6666,1281.8525,-6.581,-7.8024,1.2214
2022-10-11 15:00:00,1282.21,1297.6,1281.99,1293.56,22695.9654,52.8572,1283.134,1298.4651,1267.8029,1284.194,-5.2277,-7.2875,2.0597
2022-10-11 16:00:00,1293.58,1297.95,1288.07,1295.47,20759.3234,54.2718,1282.5695,1294.9212,1270.2178,1286.4492,-3.9555,-6.6211,2.6656
2022-10-11 17:00:00,1295.4,1295.7,1288.6,1290.88,14841.8141,50.3608,1282.5075,1294.678,1270.337,1287.3353,-3.2799,-5.9528,2.673
